scaffoldId	begin	end	strand	desc	old_locus_tag	new_locus_tag
NC_008313.1	3143495	3144343	+	gene	H16_A2910	H16_RS14505
NC_008313.1	3144379	3145212	-	gene	H16_A2911	H16_RS14510
NC_008313.1	3145209	3146492	-	gene	H16_A2912	H16_RS14515
NC_008313.1	3146555	3147529	-	gene	H16_A2913	H16_RS14520
NC_008313.1	3147622	3148158	-	gene	H16_A2914	H16_RS14525
NC_008313.1	3148155	3148580	-	gene	H16_A2915	H16_RS14530
NC_008313.1	3148573	3149145	-	gene	H16_A2916	H16_RS14535
NC_008313.1	3149248	3149955	-	gene	H16_A2917	H16_RS14540
NC_008313.1	3150107	3151297	-	gene	H16_A2918	H16_RS14545
NC_008313.1	3151302	3153425	-	gene	H16_A2919	H16_RS14550
NC_008313.1	3153435	3154448	-	gene	H16_A2920	H16_RS14555
NC_008313.1	3154523	3157561	+	gene	H16_A2921	H16_RS14560
NC_008313.1	3157664	3158233	-	gene	H16_A2922	H16_RS14565
NC_008313.1	3158451	3159047	+	gene	H16_A2923	H16_RS14570
NC_008313.1	3159044	3159796	+	gene	H16_A2924	H16_RS14575
NC_008313.1	3159940	3161358	+	gene	H16_A2925	H16_RS14580
NC_008313.1	3161648	3162250	+	gene	H16_A2926	H16_RS14585
NC_008313.1	3162263	3163978	+	gene	H16_A2927	H16_RS14590
NC_008313.1	3164322	3164558	+	gene	H16_A2928	H16_RS14595
NC_008313.1	3164545	3164961	+	gene	H16_A2929	H16_RS14600
NC_008313.1	3165030	3167303	-	gene	H16_A2930	H16_RS14605
NC_008313.1	3167454	3168020	-	gene	H16_A2931	H16_RS14610
NC_008313.1	3168117	3168947	-	gene	H16_A2932	H16_RS14615
NC_008313.1	3169011	3169400	-	gene	H16_A2933	H16_RS14620
NC_008313.1	3169435	3170643	-	gene	H16_A2934	H16_RS14625
NC_008313.1	3170708	3170944	-	gene	H16_A2935	H16_RS14630
NC_008313.1	3170941	3171618	-	gene	H16_A2936	H16_RS14635
NC_008313.1	3171634	3174666	-	gene	H16_A2937	H16_RS14640
NC_008313.1	3174738	3174953	-	gene	H16_A2938	H16_RS14645
NC_008313.1	3175153	3175785	-	gene	H16_A2939	H16_RS14650
NC_008313.1	3175821	3177986	-	gene	H16_A2940	H16_RS14655
NC_008313.1	3178088	3178678	-	gene	H16_A2941	H16_RS14660
NC_008313.1	3178706	3179239	-	gene	H16_A2942	H16_RS14665
NC_008313.1	3179262	3180350	-	gene	H16_A2943	H16_RS14670
NC_008313.1	3180690	3181328	+	gene	H16_A2944	H16_RS14675
NC_008313.1	3181618	3183678	+	gene	H16_A2945	H16_RS14680
NC_008313.1	3184033	3187359	+	gene	H16_A2946	H16_RS14685
NC_008313.1	3187406	3189139	+	gene	H16_A2947	H16_RS14690
NC_008313.1	3189261	3190052	+	gene	H16_A2948	H16_RS14695
NC_008313.1	3190112	3191713	+	gene	H16_A2949	H16_RS14700
NC_008313.1	3191783	3192694	+	gene	H16_A2950	H16_RS14705
NC_008313.1	3192687	3193580	+	gene	H16_A2951	H16_RS14710
NC_008313.1	3193577	3194623	+	gene	H16_A2952	H16_RS14715
NC_008313.1	3194640	3195605	+	gene	H16_A2953	H16_RS14720
NC_008313.1	3195621	3196169	-	gene	H16_A2954	H16_RS14725
NC_008313.1	3196213	3200361	-	gene	H16_A2955	H16_RS14730
NC_008313.1	3200402	3202204	-	gene	H16_A2956	H16_RS14735
NC_008313.1	3202372	3202563	+	gene	H16_A2957	H16_RS14740
NC_008313.1	3202595	3203488	+	gene	H16_A2958	H16_RS14745
NC_008313.1	3203693	3204541	+	gene	H16_A2959	H16_RS14750
NC_008313.1	3204591	3205784	-	gene	H16_A2960	H16_RS14755
NC_008313.1	3205918	3207438	-	gene	H16_A2961	H16_RS14760
NC_008313.1	3207525	3208175	+	gene	H16_A2962	H16_RS14765
NC_008313.1	3208169	3209143	+	gene	H16_A2963	H16_RS14770
NC_008313.1	3209140	3210159	+	gene	H16_A2964	H16_RS14775
NC_008313.1	3210178	3211083	+	gene	H16_A2965	H16_RS14780
NC_008313.1	3211084	3211665	-	gene	H16_A2966	H16_RS14785
NC_008313.1	3211650	3212474	-	gene	H16_A2967	H16_RS14790
NC_008313.1	3212471	3213511	-	gene	H16_A2968	H16_RS14795
NC_008313.1	3213545	3214177	-	gene	H16_A2969	H16_RS14800
NC_008313.1	3214174	3215013	-	gene	H16_A2970	H16_RS14805
NC_008313.1	3215010	3216017	-	gene	H16_A2971	H16_RS14810
NC_008313.1	3216033	3217937	-	gene	H16_A2972	H16_RS14815
NC_008313.1	3218520	3218840	+	gene	H16_A2973	H16_RS14820
NC_008313.1	3218837	3219169	+	gene	H16_A2974	H16_RS14825
NC_008313.1	3219436	3219653	+	gene	NA	H16_RS33915
NC_008313.1	3219436	3219653	+	ncRNA	NA	H16_RS33915
NC_008313.1	3219436	3219653	+	exon	NA	H16_RS33915
NC_008313.1	3219805	3220245	+	gene	H16_A2975	H16_RS14830
NC_008313.1	3220299	3221123	+	gene	H16_A2976	H16_RS14835
NC_008313.1	3221238	3221936	+	gene	H16_A2977	H16_RS14840
NC_008313.1	3221985	3223538	-	gene	H16_A2978	H16_RS14845
NC_008313.1	3223612	3224394	-	gene	H16_A2979	H16_RS14850
NC_008313.1	3224439	3225452	-	gene	H16_A2980	H16_RS14855
NC_008313.1	3225600	3227057	-	gene	H16_A2981	H16_RS14860
NC_008313.1	3227124	3227843	-	gene	H16_A2982	H16_RS14865
NC_008313.1	3228660	3229754	+	gene	H16_A2983	H16_RS14870
NC_008313.1	3229784	3230803	+	gene	H16_A2984	H16_RS14875
NC_008313.1	3230819	3231637	-	gene	H16_A2985	H16_RS14880
NC_008313.1	3231710	3232654	-	gene	H16_A2986	H16_RS14885
NC_008313.1	3232823	3234496	+	gene	H16_A2987	H16_RS14890
NC_008313.1	3234599	3235084	-	gene	H16_A2988	H16_RS14895
NC_008313.1	3235081	3235515	-	gene	H16_A2989	H16_RS14900
NC_008313.1	3235550	3237088	-	gene	H16_A2990	H16_RS14905
NC_008313.1	3237276	3238403	+	gene	H16_A2991	H16_RS14910
NC_008313.1	3238400	3239566	+	gene	H16_A2992	H16_RS14915
NC_008313.1	3239580	3239972	+	gene	H16_A2993	H16_RS14920
NC_008313.1	3240053	3240853	-	gene	H16_A2994	H16_RS14925
NC_008313.1	3240881	3242185	-	gene	H16_A2995	H16_RS14930
NC_008313.1	3242211	3243176	-	gene	H16_A2996	H16_RS14935
NC_008313.1	3243188	3243991	-	gene	H16_A2997	H16_RS14940
NC_008313.1	3243988	3244569	-	gene	H16_A2998	H16_RS14945
NC_008313.1	3244586	3246268	-	gene	H16_A2999	H16_RS14950
NC_008313.1	3246297	3247070	-	gene	H16_A3000	H16_RS14955
NC_008313.1	3247237	3248182	+	pseudogene	H16_A3001	H16_RS14960
NC_008313.1	3248267	3249430	+	gene	H16_A3002	H16_RS14965
NC_008313.1	3249525	3250682	+	gene	H16_A3003	H16_RS14970
NC_008313.1	3250711	3251592	+	gene	H16_A3004	H16_RS14975
NC_008313.1	3251615	3252535	-	gene	H16_A3005	H16_RS14980
NC_008313.1	3252685	3252769	+	gene	H16_A3006	H16_RS14985
NC_008313.1	3252685	3252769	+	tRNA	NA	H16_RS14985
NC_008313.1	3252685	3252769	+	exon	NA	H16_RS14985
NC_008313.1	3252964	3253707	+	gene	H16_A3007	H16_RS14990
NC_008313.1	3254196	3255881	+	gene	H16_A3008	H16_RS14995
NC_008313.1	3255976	3257601	+	gene	H16_A3009	H16_RS15000
NC_008313.1	3258350	3259030	+	gene	H16_A3010	H16_RS15005
NC_008313.1	3259039	3260406	+	gene	H16_A3011	H16_RS15010
NC_008313.1	3260447	3261355	+	gene	H16_A3012	H16_RS15015
NC_008313.1	3261398	3262210	-	gene	H16_A3013	H16_RS15020
NC_008313.1	3262248	3263654	-	gene	H16_A3014	H16_RS15025
NC_008313.1	3263651	3264904	-	gene	H16_A3015	H16_RS15030
NC_008313.1	3264901	3265503	-	gene	H16_A3016	H16_RS15035
NC_008313.1	3265500	3267200	-	gene	H16_A3017	H16_RS15040
NC_008313.1	3267252	3268829	-	gene	H16_A3018	H16_RS15045
NC_008313.1	3268894	3269655	-	gene	H16_A3019	H16_RS15050
NC_008313.1	3269672	3270451	-	gene	H16_A3020	H16_RS15055
NC_008313.1	3270448	3271317	-	gene	H16_A3021	H16_RS15060
NC_008313.1	3271345	3272313	-	gene	H16_A3022	H16_RS15065
NC_008313.1	3272625	3273632	-	gene	H16_A3023	H16_RS15070
NC_008313.1	3273642	3274700	+	gene	H16_A3024	H16_RS15075
NC_008313.1	3274980	3276167	+	gene	H16_A3025	H16_RS15080
NC_008313.1	3276395	3277111	-	gene	H16_A3026	H16_RS15085
NC_008313.1	3277129	3277905	-	gene	H16_A3027	H16_RS15090
NC_008313.1	3277919	3279076	-	gene	H16_A3028	H16_RS15095
NC_008313.1	3279090	3280025	-	gene	H16_A3029	H16_RS15100
NC_008313.1	3280241	3281443	-	gene	H16_A3030	H16_RS15105
NC_008313.1	3282011	3282976	-	gene	H16_A3031	H16_RS15110
NC_008313.1	3283016	3283504	-	gene	H16_A3032	H16_RS15115
NC_008313.1	3283611	3284297	+	gene	H16_A3033	H16_RS15120
NC_008313.1	3284489	3284722	+	gene	H16_A3034	H16_RS15125
NC_008313.1	3284736	3284906	+	gene	H16_A3035	H16_RS15130
NC_008313.1	3285095	3286687	+	gene	H16_A3036	H16_RS15135
NC_008313.1	3286761	3287624	-	gene	H16_A3037	H16_RS15140
NC_008313.1	3287621	3288775	-	gene	H16_A3038	H16_RS15145
NC_008313.1	3288903	3290093	-	gene	H16_A3039	H16_RS15150
NC_008313.1	3290479	3291885	-	gene	H16_A3040	H16_RS15155
NC_008313.1	3291951	3293351	-	gene	H16_A3041	H16_RS15160
NC_008313.1	3293348	3294016	-	gene	H16_A3042	H16_RS15165
NC_008313.1	3294274	3294933	+	gene	H16_A3043	H16_RS15170
NC_008313.1	3294948	3296762	-	gene	H16_A3044	H16_RS15175
NC_008313.1	3296990	3297985	+	gene	H16_A3045	H16_RS15180
NC_008313.1	3298110	3301004	+	gene	H16_A3046	H16_RS15185
NC_008313.1	3301004	3301531	+	gene	H16_A3047	H16_RS15190
NC_008313.1	3301722	3302972	+	gene	H16_A3048	H16_RS15195
NC_008313.1	3302995	3303495	+	gene	H16_A3049	H16_RS15200
NC_008313.1	3303550	3304398	-	gene	H16_A3050	H16_RS15205
NC_008313.1	3304441	3305448	-	gene	H16_A3051	H16_RS15210
NC_008313.1	3305625	3307919	-	gene	H16_A3052	H16_RS15215
NC_008313.1	3307916	3308242	-	gene	H16_A3053	H16_RS15220
NC_008313.1	3308756	3308962	+	gene	H16_A3054	H16_RS15225
NC_008313.1	3309173	3309634	-	gene	H16_A3055	H16_RS15230
NC_008313.1	3309783	3311033	-	gene	H16_A3056	H16_RS15235
NC_008313.1	3311307	3311969	+	gene	H16_A3057	H16_RS15240
NC_008313.1	3312075	3312278	+	gene	H16_A3058	H16_RS15245
NC_008313.1	3312468	3312926	+	gene	H16_A3059	H16_RS15250
NC_008313.1	3312979	3313464	-	gene	H16_A3060	H16_RS15255
NC_008313.1	3313590	3314600	+	gene	H16_A3061	H16_RS15260
NC_008313.1	3314634	3314945	-	gene	H16_A3062	H16_RS15265
NC_008313.1	3315030	3315953	-	gene	H16_A3063	H16_RS15270
NC_008313.1	3316392	3316691	+	gene	H16_A3064	H16_RS15280
NC_008313.1	3316805	3317071	-	gene	H16_A3065	H16_RS15285
NC_008313.1	3317400	3318950	+	gene	H16_A3066	H16_RS15290
NC_008313.1	3319047	3319895	+	gene	H16_A3067	H16_RS15295
NC_008313.1	3319950	3320615	-	gene	H16_A3068	H16_RS15300
NC_008313.1	3320769	3322751	+	gene	H16_A3069	H16_RS15305
NC_008313.1	3322785	3323753	+	gene	H16_A3070	H16_RS15310
NC_008313.1	3323835	3324335	+	gene	H16_A3071	H16_RS15315
NC_008313.1	3324440	3325177	+	gene	H16_A3072	H16_RS15320
NC_008313.1	3325206	3325949	-	gene	H16_A3073	H16_RS15325
NC_008313.1	3325955	3327349	-	gene	H16_A3074	H16_RS15330
NC_008313.1	3327387	3328823	-	gene	H16_A3075	H16_RS15335
NC_008313.1	3328872	3330200	-	gene	H16_A3076	H16_RS15340
NC_008313.1	3330538	3331590	-	gene	H16_A3077	H16_RS15345
NC_008313.1	3331785	3332855	+	gene	H16_A3078	H16_RS15350
NC_008313.1	3332900	3333607	+	gene	H16_A3079	H16_RS15355
NC_008313.1	3333700	3334373	+	pseudogene	H16_A3080	H16_RS15360
NC_008313.1	3334375	3335916	+	gene	H16_A3081	H16_RS15365
NC_008313.1	3335917	3336456	+	gene	H16_A3082	H16_RS15370
NC_008313.1	3336513	3337154	+	gene	H16_A3083	H16_RS15375
NC_008313.1	3337254	3338075	+	gene	H16_A3084	H16_RS15380
NC_008313.1	3338080	3338778	+	gene	H16_A3085	H16_RS15385
NC_008313.1	3338775	3339473	+	gene	H16_A3086	H16_RS15390
NC_008313.1	3339483	3341411	-	gene	H16_A3087	H16_RS15395
NC_008313.1	3341519	3342664	-	gene	H16_A3088	H16_RS15400
NC_008313.1	3342836	3344788	-	gene	H16_A3089	H16_RS15405
NC_008313.1	3344978	3345544	-	gene	H16_A3090	H16_RS15410
NC_008313.1	3345862	3347292	+	gene	H16_A3091	H16_RS15415
NC_008313.1	3347307	3348197	+	gene	H16_A3092	H16_RS15420
NC_008313.1	3348210	3348740	+	gene	H16_A3093	H16_RS15425
NC_008313.1	3348992	3350506	+	gene	H16_A3094	H16_RS15430
NC_008313.1	3350515	3351432	+	gene	H16_A3095	H16_RS15435
NC_008313.1	3351460	3352563	+	gene	H16_A3096	H16_RS15440
NC_008313.1	3352607	3353860	+	gene	H16_A3097	H16_RS15445
NC_008313.1	3353940	3354317	+	gene	H16_A3098	H16_RS15450
NC_008313.1	3354314	3355039	+	gene	H16_A3099	H16_RS15455
NC_008313.1	3355077	3355496	+	gene	H16_A3100	H16_RS15460
NC_008313.1	3355519	3356208	+	gene	H16_A3101	H16_RS15465
NC_008313.1	3356215	3356709	-	gene	H16_A3102	H16_RS15470
NC_008313.1	3356782	3357921	-	gene	H16_A3103	H16_RS15475
NC_008313.1	3357948	3358991	-	gene	H16_A3104	H16_RS15480
NC_008313.1	3359055	3359750	+	gene	H16_A3105	H16_RS15485
NC_008313.1	3359797	3360633	+	gene	H16_A3106	H16_RS15490
NC_008313.1	3360733	3361590	-	gene	H16_A3107	H16_RS15495
NC_008313.1	3361732	3362217	-	gene	H16_A3108	H16_RS15500
NC_008313.1	3362311	3362508	-	gene	NA	H16_RS15505
NC_008313.1	3362559	3364001	-	gene	H16_A3109	H16_RS15510
NC_008313.1	3364412	3365362	-	gene	H16_A3110	H16_RS15515
NC_008313.1	3365497	3367686	-	gene	H16_A3111	H16_RS15520
NC_008313.1	3367908	3368966	+	gene	H16_A3112	H16_RS15525
NC_008313.1	3368984	3370114	+	gene	H16_A3113	H16_RS15530
NC_008313.1	3370335	3370661	+	gene	H16_A3114	H16_RS15535
NC_008313.1	3370871	3372742	+	gene	H16_A3115	H16_RS15540
NC_008313.1	3372783	3373754	+	gene	H16_A3116	H16_RS15545
NC_008313.1	3373871	3374359	-	gene	NA	H16_RS33710
NC_008313.1	3374398	3375405	-	gene	H16_A3117	H16_RS15555
NC_008313.1	3375402	3376547	-	gene	H16_A3118	H16_RS15560
NC_008313.1	3376554	3377894	-	gene	H16_A3119	H16_RS15565
NC_008313.1	3377900	3379303	-	gene	H16_A3120	H16_RS15570
NC_008313.1	3379653	3380243	-	gene	H16_A3121	H16_RS15575
NC_008313.1	3380327	3380896	-	gene	H16_A3122	H16_RS15580
NC_008313.1	3380965	3381519	-	gene	H16_A3123	H16_RS15585
NC_008313.1	3381804	3383180	-	gene	H16_A3124	H16_RS15590
NC_008313.1	3383556	3384170	+	gene	H16_A3125	H16_RS15595
NC_008313.1	3384234	3385319	-	gene	H16_A3126	H16_RS15600
NC_008313.1	3385316	3385828	-	gene	H16_A3127	H16_RS15605
NC_008313.1	3386107	3387228	+	gene	H16_A3128	H16_RS15610
NC_008313.1	3387286	3387648	+	gene	H16_A3129	H16_RS15615
NC_008313.1	3387891	3388232	+	gene	H16_A3130	H16_RS15620
NC_008313.1	3388232	3389704	+	gene	H16_A3131	H16_RS15625
NC_008313.1	3389901	3390947	+	gene	H16_A3132	H16_RS15630
NC_008313.1	3390966	3392219	-	gene	H16_A3133	H16_RS15635
NC_008313.1	3392284	3392889	-	gene	H16_A3134	H16_RS15640
NC_008313.1	3392935	3393357	-	gene	H16_A3135	H16_RS15645
NC_008313.1	3393408	3394688	-	gene	H16_A3136	H16_RS15650
NC_008313.1	3394777	3395835	-	gene	H16_A3137	H16_RS15655
NC_008313.1	3395843	3396358	-	gene	H16_A3138	H16_RS15660
NC_008313.1	3396393	3399014	-	gene	H16_A3139	H16_RS15665
NC_008313.1	3399207	3400433	+	gene	H16_A3140	H16_RS15670
NC_008313.1	3400518	3401315	-	gene	H16_A3141	H16_RS15675
NC_008313.1	3401427	3402050	-	gene	H16_A3142	H16_RS15680
NC_008313.1	3402297	3402728	+	gene	H16_A3143	H16_RS15685
NC_008313.1	3402822	3403817	-	gene	H16_A3144	H16_RS15690
NC_008313.1	3404113	3404724	+	gene	H16_A3145	H16_RS15695
NC_008313.1	3404794	3405792	-	gene	H16_A3146	H16_RS15700
NC_008313.1	3405877	3407853	-	gene	H16_A3147	H16_RS15705
NC_008313.1	3408231	3408659	+	gene	H16_A3148	H16_RS15710
NC_008313.1	3408659	3409411	+	gene	H16_A3149	H16_RS15715
NC_008313.1	3409471	3410079	+	gene	H16_A3150	H16_RS15720
NC_008313.1	3410166	3410783	-	gene	H16_A3151	H16_RS15725
NC_008313.1	3410780	3411151	-	gene	H16_A3152	H16_RS15730
NC_008313.1	3411529	3413853	-	gene	H16_A3153	H16_RS15735
NC_008313.1	3414253	3415233	+	gene	H16_A3154	H16_RS15740
NC_008313.1	3415360	3415926	+	gene	H16_A3155	H16_RS15745
NC_008313.1	3415982	3416479	+	gene	H16_A3156	H16_RS15750
NC_008313.1	3416557	3417375	-	gene	H16_A3157	H16_RS15755
NC_008313.1	3417562	3418461	+	gene	H16_A3158	H16_RS15760
NC_008313.1	3419036	3420001	+	gene	H16_A3159	H16_RS15765
NC_008313.1	3420062	3420775	-	gene	H16_A3160	H16_RS15770
NC_008313.1	3420850	3421737	-	gene	H16_A3161	H16_RS15775
NC_008313.1	3421737	3422669	-	gene	H16_A3162	H16_RS15780
NC_008313.1	3422800	3424902	-	gene	H16_A3163	H16_RS15785
NC_008313.1	3425155	3425895	-	gene	H16_A3164	H16_RS15790
NC_008313.1	3425892	3426554	-	gene	H16_A3165	H16_RS15795
NC_008313.1	3426551	3427165	-	gene	H16_A3166	H16_RS15800
NC_008313.1	3427184	3428569	-	gene	H16_A3167	H16_RS15805
NC_008313.1	3428772	3429461	+	gene	H16_A3168	H16_RS15810
NC_008313.1	3429496	3430044	+	gene	H16_A3169	H16_RS15815
NC_008313.1	3430241	3430738	+	gene	H16_A3170	H16_RS15820
NC_008313.1	3430906	3431373	+	gene	H16_A3171	H16_RS15825
NC_008313.1	3431620	3432972	+	gene	H16_A3172	H16_RS15830
NC_008313.1	3433021	3433923	+	gene	H16_A3173	H16_RS15835
NC_008313.1	3433933	3435429	+	gene	H16_A3174	H16_RS15840
NC_008313.1	3435529	3436029	+	gene	H16_A3175	H16_RS15845
NC_008313.1	3436173	3437120	+	gene	H16_A3176	H16_RS15850
NC_008313.1	3437158	3437625	+	gene	H16_A3177	H16_RS15855
NC_008313.1	3437910	3438482	-	gene	H16_A3178	H16_RS15860
NC_008313.1	3440010	3440474	+	gene	H16_A3181	H16_RS15865
NC_008313.1	3440610	3442733	-	gene	H16_A3182	H16_RS15870
NC_008313.1	3442926	3443798	-	gene	H16_A3183	H16_RS15875
NC_008313.1	3443929	3444321	+	gene	H16_A3184	H16_RS15880
NC_008313.1	3444525	3445916	+	gene	H16_A3185	H16_RS15885
NC_008313.1	3446016	3446849	+	gene	H16_A3186	H16_RS15890
NC_008313.1	3446872	3447294	-	gene	H16_A3187	H16_RS15895
NC_008313.1	3447499	3448077	+	gene	H16_A3188	H16_RS15900
NC_008313.1	3448187	3449086	+	gene	H16_A3189	H16_RS15905
NC_008313.1	3449142	3449585	-	gene	H16_A3190	H16_RS15910
NC_008313.1	3449869	3450861	+	gene	H16_A3191	H16_RS15915
NC_008313.1	3450885	3451784	-	gene	H16_A3192	H16_RS15920
NC_008313.1	3452031	3453023	+	gene	H16_A3193	H16_RS15925
NC_008313.1	3453051	3453821	+	gene	H16_A3194	H16_RS15930
NC_008313.1	3453858	3454895	+	gene	H16_A3195	H16_RS15935
NC_008313.1	3454985	3455635	-	gene	H16_A3196	H16_RS34315
NC_008313.1	3455759	3456280	-	gene	H16_A3197	H16_RS15950
NC_008313.1	3456283	3456567	-	gene	H16_A3198	H16_RS15955
NC_008313.1	3456741	3457538	-	gene	H16_A3199	H16_RS15960
NC_008313.1	3457659	3458132	-	gene	H16_A3200	H16_RS15965
NC_008313.1	3458446	3459261	-	gene	H16_A3201	H16_RS15970
NC_008313.1	3459258	3460493	-	gene	H16_A3202	H16_RS15975
NC_008313.1	3460569	3461534	-	gene	H16_A3203	H16_RS15980
NC_008313.1	3461597	3462534	-	pseudogene	H16_A3204	H16_RS15985
NC_008313.1	3463528	3464091	-	gene	H16_A3205	H16_RS34320
NC_008313.1	3464096	3464620	-	gene	H16_A3206	H16_RS34325
NC_008313.1	3464912	3465235	+	gene	H16_A3207	H16_RS15995
NC_008313.1	3465992	3466369	+	gene	H16_A3209	H16_RS16000
NC_008313.1	3466350	3467180	+	gene	H16_A3210	H16_RS16005
NC_008313.1	3467261	3467470	+	gene	H16_A3211	H16_RS16010
NC_008313.1	3467667	3468089	-	gene	H16_A3212	H16_RS16015
NC_008313.1	3468097	3468645	-	gene	H16_A3213	H16_RS16020
NC_008313.1	3468903	3469457	+	gene	H16_A3214	H16_RS16025
NC_008313.1	3469460	3470155	+	gene	H16_A3215	H16_RS16030
NC_008313.1	3470210	3470503	+	pseudogene	H16_A3216	H16_RS34335
NC_008313.1	3470831	3472048	-	gene	H16_A3217	H16_RS16035
NC_008313.1	3472384	3472959	+	gene	H16_A3218	H16_RS33715
NC_008313.1	3473171	3473821	-	gene	H16_A3219	H16_RS16045
NC_008313.1	3474065	3474907	+	gene	H16_A3220	H16_RS16050
NC_008313.1	3474958	3475476	-	gene	H16_A3221	H16_RS16055
NC_008313.1	3475527	3476501	-	gene	H16_A3222	H16_RS16060
NC_008313.1	3476505	3478091	-	gene	H16_A3223	H16_RS35135
NC_008313.1	3478131	3478322	-	gene	NA	H16_RS35140
NC_008313.1	3478852	3479880	+	gene	H16_A3224	H16_RS16070
NC_008313.1	3479976	3481694	+	gene	H16_A3225	H16_RS16075
NC_008313.1	3481878	3482123	+	gene	NA	H16_RS33725
NC_008313.1	3482157	3482453	+	gene	NA	H16_RS33730
NC_008313.1	3482654	3483415	+	gene	H16_A3226	H16_RS16085
NC_008313.1	3483418	3483981	+	gene	H16_A3227	H16_RS16090
NC_008313.1	3484543	3485340	+	gene	H16_A3229	H16_RS16095
NC_008313.1	3485411	3485976	+	pseudogene	H16_A3230	H16_RS34345
NC_008313.1	3486319	3486534	+	gene	NA	H16_RS34350
NC_008313.1	3487048	3489408	+	gene	H16_A3231	H16_RS16100
NC_008313.1	3490487	3491521	-	gene	H16_A3233	H16_RS16105
NC_008313.1	3492021	3493208	-	gene	H16_A3234	H16_RS16110
NC_008313.1	3493479	3496412	-	gene	H16_A3235	H16_RS16115
NC_008313.1	3496908	3497525	-	gene	H16_A3236	H16_RS16120
NC_008313.1	3497522	3499135	-	gene	H16_A3237	H16_RS16125
NC_008313.1	3499173	3501278	-	gene	H16_A3238	H16_RS16130
NC_008313.1	3501275	3501577	-	gene	H16_A3239	H16_RS16135
NC_008313.1	3501584	3502522	-	gene	H16_A3240	H16_RS16140
NC_008313.1	3502664	3504058	+	gene	H16_A3241	H16_RS16145
NC_008313.1	3504115	3504657	+	gene	H16_A3242	H16_RS16150
NC_008313.1	3504704	3505318	-	gene	H16_A3243	H16_RS16155
NC_008313.1	3505455	3506348	-	gene	H16_A3244	H16_RS16160
NC_008313.1	3506345	3507088	-	gene	H16_A3245	H16_RS16165
NC_008313.1	3507094	3508815	-	gene	H16_A3246	H16_RS16170
NC_008313.1	3509008	3509682	+	gene	H16_A3247	H16_RS16175
NC_008313.1	3509675	3510256	+	gene	H16_A3248	H16_RS16180
NC_008313.1	3510338	3511456	-	gene	H16_A3249	H16_RS16185
NC_008313.1	3511554	3512651	-	gene	H16_A3250	H16_RS16190
NC_008313.1	3512785	3513045	-	gene	H16_A3251	H16_RS16195
NC_008313.1	3513085	3513396	-	gene	H16_A3252	H16_RS16200
NC_008313.1	3513927	3514856	+	gene	H16_A3253	H16_RS16205
NC_008313.1	3514987	3515063	+	gene	H16_A3254	H16_RS16210
NC_008313.1	3514987	3515063	+	tRNA	NA	H16_RS16210
NC_008313.1	3514987	3515063	+	exon	NA	H16_RS16210
NC_008313.1	3515140	3515416	-	pseudogene	NA	H16_RS16215
NC_008313.1	3515884	3517608	+	gene	H16_A3255	H16_RS16220
NC_008313.1	3517673	3518944	+	gene	H16_A3256	H16_RS16225
NC_008313.1	3518948	3519862	+	gene	H16_A3257	H16_RS16230
NC_008313.1	3519926	3520552	+	gene	H16_A3258	H16_RS16235
NC_008313.1	3520762	3521520	+	gene	H16_A3259	H16_RS16240
NC_008313.1	3521538	3521726	+	gene	NA	H16_RS16245
NC_008313.1	3521757	3523796	-	gene	H16_A3260	H16_RS16250
NC_008313.1	3523890	3524336	-	gene	H16_A3261	H16_RS16255
NC_008313.1	3524333	3525238	-	gene	H16_A3262	H16_RS16260
NC_008313.1	3525319	3526545	-	gene	H16_A3263	H16_RS16265
NC_008313.1	3526709	3529486	-	gene	H16_A3264	H16_RS16270
NC_008313.1	3529790	3530293	+	gene	H16_A3265	H16_RS16275
NC_008313.1	3530358	3531275	-	gene	H16_A3266	H16_RS16280
NC_008313.1	3531429	3531935	-	gene	H16_A3267	H16_RS16285
NC_008313.1	3532397	3533590	-	gene	H16_A3268	H16_RS16290
NC_008313.1	3533771	3535003	-	gene	H16_A3269	H16_RS16295
NC_008313.1	3535000	3535914	-	gene	H16_A3270	H16_RS16300
NC_008313.1	3535942	3536925	-	gene	H16_A3271	H16_RS16305
NC_008313.1	3536922	3538355	-	gene	H16_A3272	H16_RS16310
NC_008313.1	3538378	3539448	-	gene	H16_A3273	H16_RS16315
NC_008313.1	3539445	3540686	-	gene	H16_A3274	H16_RS16320
NC_008313.1	3540683	3542194	-	gene	H16_A3275	H16_RS16325
NC_008313.1	3542264	3543433	-	gene	H16_A3276	H16_RS16330
NC_008313.1	3543447	3544847	-	gene	H16_A3277	H16_RS16335
NC_008313.1	3544844	3546406	-	gene	H16_A3278	H16_RS16340
NC_008313.1	3546403	3548208	-	gene	H16_A3279	H16_RS16345
NC_008313.1	3548205	3548522	-	gene	H16_A3280	H16_RS16350
NC_008313.1	3548519	3549520	-	gene	H16_A3281	H16_RS16355
NC_008313.1	3549528	3549956	-	gene	H16_A3282	H16_RS16360
NC_008313.1	3550376	3550999	-	gene	H16_A3283	H16_RS16365
NC_008313.1	3551338	3552477	+	gene	H16_A3284	H16_RS16370
NC_008313.1	3552649	3553650	+	gene	H16_A3285	H16_RS16375
NC_008313.1	3553781	3554284	+	gene	H16_A3286	H16_RS16380
NC_008313.1	3554281	3554727	+	gene	H16_A3287	H16_RS16385
