scaffold	begin	end	strand	desc	old_locus_tag	new_locus_tag
NC_015684.1	2021989	2022324	+	gene	OCA5_c18700	OCA5_RS09425
NC_015684.1	2022324	2023928	+	gene	OCA5_c18710	OCA5_RS09430
NC_015684.1	2023998	2024534	+	gene	OCA5_c18720	OCA5_RS09435
NC_015684.1	2024547	2025440	-	gene	OCA5_c18730	OCA5_RS09440
NC_015684.1	2025446	2026918	-	gene	OCA5_c18740	OCA5_RS09445
NC_015684.1	2027158	2027733	-	gene	OCA5_c18750	OCA5_RS09450
NC_015684.1	2027909	2028154	+	gene	OCA5_c18760	OCA5_RS09460
NC_015684.1	2028423	2029640	+	gene	OCA5_c18770	OCA5_RS09465
NC_015684.1	2029813	2030052	+	gene	OCA5_c18780	OCA5_RS09470
NC_015684.1	2030402	2031235	+	gene	OCA5_c18790	OCA5_RS09475
NC_015684.1	2031235	2032470	+	gene	OCA5_c18800	OCA5_RS09480
NC_015684.1	2032807	2033805	+	gene	OCA5_c18810	OCA5_RS09485
NC_015684.1	2033985	2034509	+	gene	OCA5_c18820	OCA5_RS09490
NC_015684.1	2034520	2034891	+	gene	OCA5_c18830	OCA5_RS09495
NC_015684.1	2034930	2036060	+	gene	OCA5_c18840	OCA5_RS09500
NC_015684.1	2036331	2036699	+	gene	OCA5_c18850	OCA5_RS09505
NC_015684.1	2036742	2036942	+	gene	OCA5_c18860	OCA5_RS09510
NC_015684.1	2036942	2038684	+	gene	OCA5_c18870	OCA5_RS09515
NC_015684.1	2038687	2039076	+	gene	OCA5_c18880	OCA5_RS18785
NC_015684.1	2039081	2039614	-	gene	OCA5_c18890	OCA5_RS09520
NC_015684.1	2039781	2040164	+	gene	NA	OCA5_RS18790
NC_015684.1	2040161	2040559	+	gene	OCA5_c18910	OCA5_RS09530
NC_015684.1	2040562	2042739	+	gene	OCA5_c18920	OCA5_RS09535
NC_015684.1	2042942	2044078	+	gene	OCA5_c18930	OCA5_RS09540
NC_015684.1	2044083	2044487	+	gene	OCA5_c18940	OCA5_RS18795
NC_015684.1	2044729	2045271	+	gene	OCA5_c18950	OCA5_RS18800
NC_015684.1	2045268	2045495	+	gene	OCA5_c18960	OCA5_RS09550
NC_015684.1	2045492	2045716	+	gene	OCA5_c18970	OCA5_RS09555
NC_015684.1	2045844	2045933	-	gene	OCA5_c18980	OCA5_RS09560
NC_015684.1	2045844	2045933	-	tRNA	NA	OCA5_RS09560
NC_015684.1	2045844	2045933	-	exon	NA	OCA5_RS09560
NC_015684.1	2046088	2046615	-	gene	OCA5_c18990	OCA5_RS09565
NC_015684.1	2046847	2047665	+	gene	OCA5_c19000	OCA5_RS09570
NC_015684.1	2047821	2049047	+	gene	OCA5_c19010	OCA5_RS09575
NC_015684.1	2049067	2049753	+	gene	OCA5_c19020	OCA5_RS09580
NC_015684.1	2049750	2050793	+	gene	OCA5_c19030	OCA5_RS09585
NC_015684.1	2050853	2052424	+	gene	OCA5_c19040	OCA5_RS09590
NC_015684.1	2052424	2053218	+	gene	OCA5_c19050	OCA5_RS09595
NC_015684.1	2053215	2054030	+	gene	OCA5_c19060	OCA5_RS09600
NC_015684.1	2054303	2055622	-	gene	OCA5_c19070	OCA5_RS09605
NC_015684.1	2055774	2057207	-	gene	OCA5_c19080	OCA5_RS09610
NC_015684.1	2057249	2058007	-	gene	OCA5_c19090	OCA5_RS09615
NC_015684.1	2058406	2058630	+	gene	OCA5_c19100	OCA5_RS09620
NC_015684.1	2058685	2059422	+	gene	OCA5_c19110	OCA5_RS09625
NC_015684.1	2059506	2060078	+	gene	OCA5_c19120	OCA5_RS09630
NC_015684.1	2060345	2061757	+	gene	OCA5_c19130	OCA5_RS09635
NC_015684.1	2061738	2064059	+	gene	OCA5_c19140	OCA5_RS09640
NC_015684.1	2064074	2065459	+	gene	OCA5_c19150	OCA5_RS09645
NC_015684.1	2065470	2066555	+	gene	OCA5_c19160	OCA5_RS09650
NC_015684.1	2066597	2067646	+	gene	OCA5_c19170	OCA5_RS09655
NC_015684.1	2067649	2069091	+	gene	OCA5_c19180	OCA5_RS09660
NC_015684.1	2069093	2070193	-	gene	OCA5_c19190	OCA5_RS09665
NC_015684.1	2070384	2071181	+	gene	OCA5_c19200	OCA5_RS09670
NC_015684.1	2071178	2072437	+	gene	OCA5_c19210	OCA5_RS09675
NC_015684.1	2072456	2073679	+	gene	OCA5_c19220	OCA5_RS09680
NC_015684.1	2073694	2074104	+	gene	OCA5_c19230	OCA5_RS09685
NC_015684.1	2074172	2075143	+	gene	OCA5_c19240	OCA5_RS09690
NC_015684.1	2075150	2075884	-	gene	OCA5_c19250	OCA5_RS09695
NC_015684.1	2075997	2076827	+	gene	OCA5_c19260	OCA5_RS09700
NC_015684.1	2076977	2078368	-	gene	OCA5_c19270	OCA5_RS09705
NC_015684.1	2078378	2078626	-	gene	OCA5_c19280	OCA5_RS09710
NC_015684.1	2078796	2079653	-	gene	OCA5_c19290	OCA5_RS09715
NC_015684.1	2079657	2081027	-	gene	OCA5_c19300	OCA5_RS09720
NC_015684.1	2081017	2083293	-	gene	OCA5_c19310	OCA5_RS09725
NC_015684.1	2083457	2084899	-	gene	OCA5_c19320	OCA5_RS09730
NC_015684.1	2084909	2086066	-	gene	OCA5_c19330	OCA5_RS09735
NC_015684.1	2086063	2087094	-	gene	OCA5_c19340	OCA5_RS09740
NC_015684.1	2087324	2088529	+	gene	OCA5_c19350	OCA5_RS09745
NC_015684.1	2088531	2089157	+	gene	OCA5_c19360	OCA5_RS18805
NC_015684.1	2089048	2089503	-	pseudogene	OCA5_c19370	OCA5_RS09750
NC_015684.1	2089503	2090471	-	gene	OCA5_c19380	OCA5_RS09755
NC_015684.1	2090667	2091266	+	gene	OCA5_c19390	OCA5_RS09760
NC_015684.1	2091374	2094244	-	gene	OCA5_c19400	OCA5_RS09765
NC_015684.1	2094386	2095036	-	gene	OCA5_c19410	OCA5_RS09770
NC_015684.1	2095190	2096599	-	gene	OCA5_c19420	OCA5_RS09775
NC_015684.1	2096803	2097462	-	gene	OCA5_c19430	OCA5_RS09780
NC_015684.1	2097526	2097894	+	gene	OCA5_c19440	OCA5_RS09785
NC_015684.1	2097899	2098516	+	gene	OCA5_c19450	OCA5_RS09790
NC_015684.1	2098736	2098810	-	gene	OCA5_c19460	OCA5_RS09795
NC_015684.1	2098736	2098810	-	tRNA	NA	OCA5_RS09795
NC_015684.1	2098736	2098810	-	exon	NA	OCA5_RS09795
NC_015684.1	2098974	2099047	-	gene	OCA5_c19470	OCA5_RS09800
NC_015684.1	2098974	2099047	-	tRNA	NA	OCA5_RS09800
NC_015684.1	2098974	2099047	-	exon	NA	OCA5_RS09800
NC_015684.1	2099216	2100328	-	gene	OCA5_c19480	OCA5_RS09805
NC_015684.1	2100634	2102253	-	gene	OCA5_c19490	OCA5_RS09810
NC_015684.1	2102246	2103127	-	gene	OCA5_c19500	OCA5_RS09815
NC_015684.1	2103135	2104052	-	gene	OCA5_c19510	OCA5_RS09820
NC_015684.1	2104119	2105594	-	gene	OCA5_c19520	OCA5_RS09825
NC_015684.1	2105682	2107358	-	gene	OCA5_c19530	OCA5_RS09830
NC_015684.1	2107376	2108716	-	gene	OCA5_c19540	OCA5_RS09835
NC_015684.1	2108716	2109933	-	gene	OCA5_c19550	OCA5_RS09840
NC_015684.1	2110332	2111318	+	gene	OCA5_c19560	OCA5_RS09845
NC_015684.1	2111253	2112404	-	gene	OCA5_c19570	OCA5_RS09850
NC_015684.1	2112401	2113588	-	gene	OCA5_c19580	OCA5_RS09855
NC_015684.1	2113662	2114846	-	gene	OCA5_c19590	OCA5_RS09860
NC_015684.1	2115044	2115793	+	gene	OCA5_c19600	OCA5_RS09865
NC_015684.1	2115907	2116644	-	gene	OCA5_c19610	OCA5_RS09870
NC_015684.1	2116654	2119761	-	gene	OCA5_c19620	OCA5_RS09875
NC_015684.1	2119762	2122911	-	gene	OCA5_c19630	OCA5_RS09880
NC_015684.1	2122919	2124181	-	gene	OCA5_c19640	OCA5_RS09885
NC_015684.1	2124171	2125709	-	gene	OCA5_c19650	OCA5_RS09890
NC_015684.1	2126149	2127186	+	gene	OCA5_c19660	OCA5_RS09895
NC_015684.1	2127316	2128041	-	gene	OCA5_c19670	OCA5_RS09900
NC_015684.1	2128068	2129432	-	gene	OCA5_c19680	OCA5_RS09905
NC_015684.1	2129429	2130634	-	gene	OCA5_c19690	OCA5_RS09910
NC_015684.1	2130651	2131667	-	gene	OCA5_c19700	OCA5_RS09915
NC_015684.1	2131830	2133029	+	gene	OCA5_c19710	OCA5_RS09920
NC_015684.1	2133084	2133422	-	gene	OCA5_c19720	OCA5_RS09925
NC_015684.1	2133422	2134177	-	gene	OCA5_c19730	OCA5_RS09930
NC_015684.1	2134262	2135041	-	gene	OCA5_c19740	OCA5_RS09935
NC_015684.1	2135066	2136805	-	gene	OCA5_c19750	OCA5_RS09940
NC_015684.1	2138248	2138997	-	gene	OCA5_c19780	OCA5_RS18815
NC_015684.1	2139266	2139342	-	gene	OCA5_c19800	OCA5_RS09960
NC_015684.1	2139266	2139342	-	tRNA	NA	OCA5_RS09960
NC_015684.1	2139266	2139342	-	exon	NA	OCA5_RS09960
NC_015684.1	2139462	2139740	-	gene	OCA5_c19810	OCA5_RS09965
NC_015684.1	2139826	2140131	-	gene	OCA5_c19820	OCA5_RS09970
NC_015684.1	2140305	2141465	+	gene	OCA5_c19830	OCA5_RS09975
NC_015684.1	2141518	2141973	+	gene	OCA5_c19840	OCA5_RS09980
NC_015684.1	2142327	2143994	+	gene	OCA5_c19850	OCA5_RS09985
NC_015684.1	2144233	2146449	+	gene	OCA5_c19860	OCA5_RS09990
NC_015684.1	2146436	2147689	+	gene	OCA5_c19870	OCA5_RS09995
NC_015684.1	2147916	2148959	+	gene	OCA5_c19880	OCA5_RS10000
NC_015684.1	2149031	2158897	-	gene	OCA5_c19890	OCA5_RS10005
NC_015684.1	2159137	2159523	+	gene	OCA5_c19900	OCA5_RS10010
NC_015684.1	2159579	2160685	+	gene	OCA5_c19910	OCA5_RS10015
NC_015684.1	2160688	2160764	-	gene	OCA5_c19920	OCA5_RS10020
NC_015684.1	2160688	2160764	-	tRNA	NA	OCA5_RS10020
NC_015684.1	2160688	2160764	-	exon	NA	OCA5_RS10020
NC_015684.1	2160842	2161378	-	gene	OCA5_c19930	OCA5_RS10025
NC_015684.1	2161580	2162245	-	gene	OCA5_c19940	OCA5_RS10030
NC_015684.1	2162531	2162812	+	gene	OCA5_c19950	OCA5_RS18825
NC_015684.1	2163058	2163507	+	gene	OCA5_c19960	OCA5_RS10040
NC_015684.1	2163695	2164039	-	gene	OCA5_c19970	OCA5_RS10045
NC_015684.1	2164131	2164751	-	gene	OCA5_c19980	OCA5_RS10050
NC_015684.1	2165037	2165111	-	gene	OCA5_c19990	OCA5_RS10055
NC_015684.1	2165037	2165111	-	tRNA	NA	OCA5_RS10055
NC_015684.1	2165037	2165111	-	exon	NA	OCA5_RS10055
NC_015684.1	2165307	2165603	-	gene	OCA5_c20000	OCA5_RS10060
NC_015684.1	2165771	2166844	-	gene	OCA5_c20010	OCA5_RS10065
NC_015684.1	2166826	2167866	-	gene	OCA5_c20020	OCA5_RS10070
NC_015684.1	2168017	2168583	+	gene	OCA5_c20030	OCA5_RS10075
NC_015684.1	2169324	2169878	+	gene	OCA5_c20040	OCA5_RS10080
NC_015684.1	2169875	2170732	+	gene	OCA5_c20050	OCA5_RS10085
NC_015684.1	2170810	2172039	+	gene	OCA5_c20060	OCA5_RS10090
NC_015684.1	2172134	2173975	-	gene	OCA5_c20070	OCA5_RS10095
NC_015684.1	2174036	2174746	-	gene	OCA5_c20080	OCA5_RS10100
NC_015684.1	2174765	2175760	-	gene	OCA5_c20090	OCA5_RS10105
NC_015684.1	2175821	2177137	-	gene	OCA5_c20100	OCA5_RS10110
NC_015684.1	2177161	2178378	-	gene	OCA5_c20110	OCA5_RS10115
NC_015684.1	2178494	2178808	-	gene	OCA5_c20120	OCA5_RS10120
NC_015684.1	2179033	2180832	+	gene	OCA5_c20130	OCA5_RS10125
NC_015684.1	2180939	2181337	+	gene	OCA5_c20140	OCA5_RS10130
NC_015684.1	2181374	2182432	-	gene	OCA5_c20150	OCA5_RS10135
NC_015684.1	2182678	2183214	-	gene	OCA5_c20160	OCA5_RS10140
NC_015684.1	2183395	2185464	+	gene	OCA5_c20170	OCA5_RS10145
NC_015684.1	2185461	2186741	-	gene	OCA5_c20180	OCA5_RS10150
NC_015684.1	2187026	2188435	+	gene	OCA5_c20190	OCA5_RS10155
NC_015684.1	2188538	2189605	+	gene	OCA5_c20200	OCA5_RS10160
NC_015684.1	2189640	2190047	-	gene	OCA5_c20210	OCA5_RS10165
NC_015684.1	2190131	2190523	-	gene	OCA5_c20220	OCA5_RS10170
NC_015684.1	2190520	2191761	-	gene	OCA5_c20230	OCA5_RS10175
NC_015684.1	2191764	2193074	-	gene	OCA5_c20240	OCA5_RS10180
NC_015684.1	2193084	2193842	-	gene	OCA5_c20250	OCA5_RS10185
NC_015684.1	2193839	2195338	-	gene	OCA5_c20260	OCA5_RS10190
NC_015684.1	2195433	2196590	-	gene	OCA5_c20270	OCA5_RS10195
NC_015684.1	2196818	2197465	+	gene	OCA5_c20280	OCA5_RS10200
NC_015684.1	2197484	2198584	-	gene	OCA5_c20290	OCA5_RS10205
NC_015684.1	2198682	2199935	+	gene	OCA5_c20300	OCA5_RS10210
NC_015684.1	2200091	2203696	-	gene	OCA5_c20310	OCA5_RS10215
NC_015684.1	2203997	2204629	+	gene	OCA5_c20320	OCA5_RS10220
NC_015684.1	2204700	2206052	+	gene	OCA5_c20330	OCA5_RS10225
NC_015684.1	2206098	2206949	-	gene	OCA5_c20340	OCA5_RS10230
NC_015684.1	2207205	2207834	+	gene	OCA5_c20350	OCA5_RS10235
NC_015684.1	2207907	2209038	-	gene	OCA5_c20360	OCA5_RS10240
NC_015684.1	2209146	2211635	-	gene	OCA5_c20370	OCA5_RS10245
NC_015684.1	2211788	2213056	-	gene	OCA5_c20380	OCA5_RS10250
NC_015684.1	2213837	2216890	+	gene	OCA5_c20390	OCA5_RS10255
NC_015684.1	2217001	2218188	-	gene	OCA5_c20400	OCA5_RS10260
NC_015684.1	2218361	2219776	+	gene	OCA5_c20410	OCA5_RS10265
NC_015684.1	2219809	2220573	+	gene	OCA5_c20420	OCA5_RS10270
NC_015684.1	2220874	2221329	+	gene	OCA5_c20430	OCA5_RS10275
NC_015684.1	2221368	2221868	+	gene	OCA5_c20440	OCA5_RS10280
NC_015684.1	2221977	2223332	+	gene	OCA5_c20450	OCA5_RS10285
NC_015684.1	2223416	2224954	+	gene	OCA5_c20460	OCA5_RS10290
NC_015684.1	2224947	2225387	+	gene	OCA5_c20470	OCA5_RS10295
NC_015684.1	2225384	2226472	+	gene	OCA5_c20480	OCA5_RS10300
NC_015684.1	2226524	2227207	+	gene	OCA5_c20490	OCA5_RS10305
NC_015684.1	2227204	2229471	-	gene	OCA5_c20500	OCA5_RS10310
NC_015684.1	2229810	2231486	-	gene	OCA5_c20510	OCA5_RS10315
NC_015684.1	2231874	2233295	+	gene	OCA5_c20520	OCA5_RS10320
NC_015684.1	2233432	2234736	+	gene	OCA5_c20530	OCA5_RS10325
NC_015684.1	2234985	2236676	-	gene	OCA5_c20540	OCA5_RS10330
NC_015684.1	2236973	2238157	-	gene	OCA5_c20550	OCA5_RS10335
NC_015684.1	2238160	2239014	-	gene	OCA5_c20560	OCA5_RS10340
NC_015684.1	2239027	2239830	-	gene	OCA5_c20570	OCA5_RS10345
NC_015684.1	2239834	2240292	-	gene	OCA5_c20580	OCA5_RS10350
NC_015684.1	2240298	2241377	-	gene	OCA5_c20590	OCA5_RS10355
NC_015684.1	2241518	2244037	-	gene	OCA5_c20600	OCA5_RS10360
NC_015684.1	2244206	2245354	-	gene	OCA5_c20610	OCA5_RS10365
NC_015684.1	2245402	2246625	-	gene	OCA5_c20620	OCA5_RS10370
NC_015684.1	2246630	2247469	-	gene	OCA5_c20630	OCA5_RS10375
NC_015684.1	2247478	2248236	-	gene	OCA5_c20640	OCA5_RS10380
NC_015684.1	2248246	2248797	-	gene	OCA5_c20650	OCA5_RS10385
NC_015684.1	2248814	2249530	-	gene	OCA5_c20660	OCA5_RS10390
NC_015684.1	2249573	2250496	-	gene	OCA5_c20670	OCA5_RS10395
NC_015684.1	2250614	2251612	-	gene	OCA5_c20680	OCA5_RS10400
NC_015684.1	2251938	2254448	-	gene	OCA5_c20690	OCA5_RS10405
NC_015684.1	2254524	2257997	-	gene	OCA5_c20700	OCA5_RS10410
NC_015684.1	2258544	2258801	+	gene	OCA5_c20710	OCA5_RS10420
NC_015684.1	2258804	2259199	+	gene	OCA5_c20720	OCA5_RS10425
NC_015684.1	2259233	2259928	-	gene	OCA5_c20730	OCA5_RS10430
NC_015684.1	2259937	2261205	-	gene	OCA5_c20740	OCA5_RS10435
NC_015684.1	2261342	2262667	-	gene	OCA5_c20750	OCA5_RS10440
NC_015684.1	2262798	2263325	-	gene	OCA5_c20760	OCA5_RS10445
NC_015684.1	2263325	2263819	-	gene	OCA5_c20770	OCA5_RS10450
NC_015684.1	2263825	2265048	-	gene	OCA5_c20780	OCA5_RS10455
NC_015684.1	2265045	2267459	-	gene	OCA5_c20790	OCA5_RS10460
NC_015684.1	2267545	2267967	-	gene	OCA5_c20800	OCA5_RS10465
NC_015684.1	2268443	2268718	-	gene	OCA5_c20810	OCA5_RS10470
NC_015684.1	2268719	2269120	-	gene	OCA5_c20820	OCA5_RS10475
NC_015684.1	2269131	2270801	-	gene	OCA5_c20830	OCA5_RS10480
NC_015684.1	2270801	2271580	-	gene	OCA5_c20840	OCA5_RS10485
NC_015684.1	2271580	2273013	-	gene	OCA5_c20850	OCA5_RS10490
NC_015684.1	2273029	2274534	-	gene	OCA5_c20860	OCA5_RS10495
NC_015684.1	2274534	2276633	-	gene	OCA5_c20870	OCA5_RS10500
NC_015684.1	2276641	2276949	-	gene	OCA5_c20880	OCA5_RS10505
NC_015684.1	2276946	2277584	-	gene	OCA5_c20890	OCA5_RS10510
NC_015684.1	2277592	2278080	-	gene	OCA5_c20900	OCA5_RS10515
NC_015684.1	2278088	2279158	-	gene	OCA5_c20910	OCA5_RS10520
NC_015684.1	2279169	2281241	-	gene	OCA5_c20920	OCA5_RS10525
NC_015684.1	2281247	2282572	-	gene	OCA5_c20930	OCA5_RS10530
NC_015684.1	2282572	2283324	-	gene	OCA5_c20940	OCA5_RS10535
NC_015684.1	2283402	2284619	-	gene	OCA5_c20950	OCA5_RS10540
NC_015684.1	2284616	2285047	-	gene	OCA5_c20960	OCA5_RS10545
NC_015684.1	2285044	2285691	-	gene	OCA5_c20970	OCA5_RS10550
NC_015684.1	2285701	2286297	-	gene	OCA5_c20980	OCA5_RS10555
NC_015684.1	2286288	2286653	-	gene	OCA5_c20990	OCA5_RS10560
NC_015684.1	2286860	2287948	-	gene	OCA5_c21000	OCA5_RS10565
NC_015684.1	2288140	2288445	-	gene	NA	OCA5_RS10570
NC_015684.1	2288806	2289105	-	gene	OCA5_c21010	OCA5_RS10575
NC_015684.1	2289325	2289401	+	gene	OCA5_c21020	OCA5_RS10580
NC_015684.1	2289325	2289401	+	tRNA	NA	OCA5_RS10580
NC_015684.1	2289325	2289401	+	exon	NA	OCA5_RS10580
NC_015684.1	2289670	2290923	+	gene	OCA5_c21030	OCA5_RS10585
NC_015684.1	2290961	2292673	-	gene	OCA5_c21040	OCA5_RS10590
NC_015684.1	2293406	2294176	+	gene	OCA5_c21060	OCA5_RS10595
NC_015684.1	2294245	2294646	+	gene	OCA5_c21070	OCA5_RS10600
NC_015684.1	2295054	2295130	-	gene	OCA5_c21080	OCA5_RS10605
NC_015684.1	2295054	2295130	-	tRNA	NA	OCA5_RS10605
NC_015684.1	2295054	2295130	-	exon	NA	OCA5_RS10605
NC_015684.1	2295227	2297650	-	gene	OCA5_c21090	OCA5_RS10610
NC_015684.1	2298047	2299321	-	gene	OCA5_c21100	OCA5_RS10615
NC_015684.1	2299679	2300311	-	gene	OCA5_c21110	OCA5_RS10620
NC_015684.1	2300538	2301896	-	gene	OCA5_c21120	OCA5_RS10625
NC_015684.1	2302062	2302146	-	gene	OCA5_c21130	OCA5_RS10630
NC_015684.1	2302062	2302146	-	tRNA	NA	OCA5_RS10630
NC_015684.1	2302062	2302146	-	exon	NA	OCA5_RS10630
NC_015684.1	2302292	2303605	+	gene	OCA5_c21140	OCA5_RS10635
NC_015684.1	2303602	2305101	-	gene	OCA5_c21150	OCA5_RS10640
NC_015684.1	2305398	2305736	+	gene	OCA5_c21160	OCA5_RS10645
NC_015684.1	2305823	2307232	+	gene	OCA5_c21170	OCA5_RS10650
NC_015684.1	2307459	2308589	+	gene	OCA5_c21180	OCA5_RS10655
NC_015684.1	2308635	2308931	-	gene	OCA5_c21190	OCA5_RS10660
NC_015684.1	2309005	2309226	-	gene	OCA5_c21200	OCA5_RS10665
NC_015684.1	2309287	2310531	-	gene	OCA5_c21210	OCA5_RS10670
NC_015684.1	2310780	2311256	-	gene	OCA5_c21220	OCA5_RS10675
NC_015684.1	2311256	2311720	-	gene	OCA5_c21230	OCA5_RS10680
NC_015684.1	2311872	2312300	-	gene	OCA5_c21240	OCA5_RS10685
NC_015684.1	2312421	2313035	+	gene	OCA5_c21250	OCA5_RS10690
NC_015684.1	2313087	2314367	+	gene	OCA5_c21260	OCA5_RS10695
NC_015684.1	2314449	2315258	-	gene	OCA5_c21270	OCA5_RS10700
NC_015684.1	2315420	2316511	-	gene	OCA5_c21280	OCA5_RS10705
NC_015684.1	2316620	2316835	+	gene	OCA5_c21290	OCA5_RS10710
NC_015684.1	2316984	2318171	+	gene	OCA5_c21300	OCA5_RS10715
NC_015684.1	2318217	2320328	-	gene	OCA5_c21310	OCA5_RS10720
NC_015684.1	2320465	2321595	+	gene	OCA5_c21320	OCA5_RS10725
NC_015684.1	2321718	2323241	+	gene	OCA5_c21330	OCA5_RS10730
NC_015684.1	2323272	2324429	-	gene	OCA5_c21340	OCA5_RS10735
NC_015684.1	2324459	2325571	-	gene	OCA5_c21350	OCA5_RS10740
NC_015684.1	2325766	2327286	+	gene	OCA5_c21360	OCA5_RS10745
NC_015684.1	2327293	2327730	-	gene	OCA5_c21370	OCA5_RS10750
NC_015684.1	2327937	2328014	+	gene	OCA5_c21380	OCA5_RS10755
NC_015684.1	2327937	2328014	+	tRNA	NA	OCA5_RS10755
NC_015684.1	2327937	2328014	+	exon	NA	OCA5_RS10755
NC_015684.1	2328056	2329993	-	gene	OCA5_c21390	OCA5_RS10760
NC_015684.1	2330046	2330795	-	gene	OCA5_c21400	OCA5_RS10765
NC_015684.1	2330916	2331260	-	gene	OCA5_c21410	OCA5_RS10770
NC_015684.1	2331390	2332358	-	gene	OCA5_c21420	OCA5_RS10775
NC_015684.1	2332364	2333425	-	gene	OCA5_c21430	OCA5_RS10780
NC_015684.1	2333610	2334200	-	gene	OCA5_c21440	OCA5_RS10785
NC_015684.1	2334197	2334742	-	gene	OCA5_c21450	OCA5_RS10790
NC_015684.1	2334868	2335344	+	gene	OCA5_c21460	OCA5_RS10795
NC_015684.1	2335438	2336007	-	gene	OCA5_c21470	OCA5_RS10800
NC_015684.1	2336177	2336716	+	gene	OCA5_c21480	OCA5_RS10805
NC_015684.1	2336926	2338203	+	gene	OCA5_c21490	OCA5_RS10810
NC_015684.1	2338328	2338480	-	gene	OCA5_c21500	OCA5_RS19270
NC_015684.1	2338806	2340926	-	gene	OCA5_c21510	OCA5_RS10815
NC_015684.1	2341132	2342103	-	gene	OCA5_c21520	OCA5_RS10820
NC_015684.1	2342217	2342708	-	gene	OCA5_c21530	OCA5_RS10825
NC_015684.1	2342708	2343199	-	gene	OCA5_c21540	OCA5_RS10830
NC_015684.1	2343320	2343928	-	gene	OCA5_c21550	OCA5_RS10835
NC_015684.1	2343940	2345079	-	gene	OCA5_c21560	OCA5_RS10840
NC_015684.1	2345079	2345555	-	gene	OCA5_c21570	OCA5_RS10845
NC_015684.1	2345615	2346916	-	gene	OCA5_c21580	OCA5_RS10850
NC_015684.1	2347370	2347876	-	gene	OCA5_c21600	OCA5_RS10855
NC_015684.1	2348066	2348578	-	gene	OCA5_c21610	OCA5_RS10860
NC_015684.1	2348860	2349354	-	gene	OCA5_c21620	OCA5_RS10865
NC_015684.1	2349465	2350538	+	gene	OCA5_c21630	OCA5_RS10870
NC_015684.1	2350652	2351191	+	gene	OCA5_c21640	OCA5_RS10875
NC_015684.1	2351287	2352045	+	gene	OCA5_c21650	OCA5_RS10880
NC_015684.1	2352201	2353190	+	gene	OCA5_c21660	OCA5_RS10885
NC_015684.1	2353245	2354612	-	gene	OCA5_c21670	OCA5_RS10890
NC_015684.1	2354658	2355152	-	gene	OCA5_c21680	OCA5_RS10895
NC_015684.1	2355411	2357666	-	gene	OCA5_c21690	OCA5_RS10900
NC_015684.1	2357852	2358130	+	gene	OCA5_c21700	OCA5_RS10905
NC_015684.1	2358204	2358953	-	gene	OCA5_c21710	OCA5_RS10910
NC_015684.1	2359006	2359464	-	gene	OCA5_c21720	OCA5_RS10915
NC_015684.1	2359604	2359990	-	gene	OCA5_c21730	OCA5_RS10920
NC_015684.1	2359987	2360901	-	gene	OCA5_c21740	OCA5_RS10925
NC_015684.1	2360921	2361787	-	gene	OCA5_c21750	OCA5_RS10930
NC_015684.1	2361784	2362545	-	gene	OCA5_c21760	OCA5_RS10935
NC_015684.1	2362715	2363128	-	gene	OCA5_c21770	OCA5_RS10940
NC_015684.1	2363125	2363895	-	gene	OCA5_c21780	OCA5_RS10945
NC_015684.1	2363913	2366075	-	gene	OCA5_c21790	OCA5_RS10950
NC_015684.1	2366377	2366769	-	gene	OCA5_c21800	OCA5_RS10955
NC_015684.1	2367070	2367711	+	gene	OCA5_c21810	OCA5_RS10960
NC_015684.1	2367689	2368405	+	gene	OCA5_c21820	OCA5_RS10965
NC_015684.1	2368521	2369099	-	gene	OCA5_c21830	OCA5_RS10970
NC_015684.1	2369155	2369628	-	gene	OCA5_c21840	OCA5_RS10975
NC_015684.1	2369651	2370067	-	gene	OCA5_c21850	OCA5_RS10980
NC_015684.1	2370114	2371004	-	gene	OCA5_c21860	OCA5_RS10985
NC_015684.1	2371278	2373467	+	gene	OCA5_c21870	OCA5_RS10990
NC_015684.1	2373522	2374475	+	gene	OCA5_c21880	OCA5_RS10995
NC_015684.1	2374891	2376333	-	gene	OCA5_c21890	OCA5_RS11000
NC_015684.1	2376960	2377051	+	gene	OCA5_c21900	OCA5_RS11005
NC_015684.1	2376960	2377051	+	tRNA	NA	OCA5_RS11005
NC_015684.1	2376960	2377051	+	exon	NA	OCA5_RS11005
NC_015684.1	2377589	2378437	-	gene	OCA5_c21910	OCA5_RS11010
NC_015684.1	2378910	2379272	+	gene	OCA5_c21920	OCA5_RS11015
NC_015684.1	2379452	2380009	+	gene	OCA5_c21930	OCA5_RS18840
NC_015684.1	2380081	2381222	-	gene	NA	OCA5_RS18845
NC_015684.1	2381205	2381753	+	gene	OCA5_c21960	OCA5_RS11030
NC_015684.1	2381859	2383886	+	gene	OCA5_c21970	OCA5_RS11035
NC_015684.1	2384144	2385463	+	gene	OCA5_c21980	OCA5_RS11040
NC_015684.1	2385558	2385935	-	gene	OCA5_c21990	OCA5_RS11045
NC_015684.1	2386417	2386773	+	gene	OCA5_c22000	OCA5_RS11050
NC_015684.1	2387364	2387636	-	gene	NA	OCA5_RS18850
NC_015684.1	2387735	2388907	+	gene	OCA5_c22010	OCA5_RS11055
NC_015684.1	2388978	2389961	+	gene	OCA5_c22020	OCA5_RS11060
NC_015684.1	2390428	2390757	+	gene	OCA5_c22030	OCA5_RS11065
